law_id,canonical_law_id,bill_number,jurisdiction_id,status_id,effective_date,title,ai_scope_summary,key_requirements_raw,enforcement_penalties,source_id,source_url,last_updated_at
116,TMP-MN-TOTHEMINNESOTA,,24,,2025-08-01,Amendment to the Minnesota CSAM Statute,AI CSAM Amendment,,"Expands the definition of CSAM to include a computer generated image that depicts an Existing criminal penalties apply. CSAM Statute individual indistinguishable from an actual minor created by the use of generative AI or other computer technology capable of processing and interpreting specific data inputs, commonly referred to as prompts, to create a visual depiction of the individual engaging in sexual conduct and is obscene. Last updated January 13, 2026 Page 18 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:15:53.571923
117,US-MN-SF1886,SF 1886,24,1,,SF 1886 (Active Bill - All AI Systems),,,,2,(IAPP tracker PDF),2026-02-21T23:15:54.550746
119,TMP-MO-ANDRELATEDOFFE,,26,,2006-06-06,Pornography and Related Offenses,AI CSAM Pornography,,"Expands the definition of child pornography to include a computer or computer- Existing criminal penalties apply. generated image or picture, whether made or produced by electronic, mechanical, or other means, depicting an actual minor, or an image of an individual indistinguishable from that of a minor, engaging in sexually explicit conduct. Last updated January 13, 2026 Page 19 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:15:56.731951
120,TMP-MT-AIDEEPFAKESINE,,27,,2025-10-01,AI Deepfakes in Elections,AI in Political,"This prohibition does not apply to an election communication or electioneering violation. communication that includes a disclosure stating, ""This _____ image / audio / video / multimedia) has been significantly edited by artificial intelligence and depicts speech or conduct that falsely appears to be authentic or truthful.""","Elections must not pay for or sponsor the production, creation, or distribution of a known $5,000 maximum fine and up to 6 Advertising election communication that has a deepfake of a candidate or political party on the ballot mo. imprisonment for the second within 60 days of an election at which a candidate for office appears on the ballot. violation, 2 years for the third",1,orrick.com/ai,2026-02-21T23:15:57.735675
122,TMP-MT-MONTANAEXPLICI,,27,,2025-05-12,Montana Explicit Synthetic Media Law,AI Intimate Images,,"Prohibits any person from knowingly disclosing (or threatening to disclose) explicit Fines not to exceed $1,000 and Law 5, Part 6 synthetic media without the individual's consent or with the intent to harm the individual. imprisonment not to exceed 1 year; increasing to $10,000 and 5 years for a second or subsequent conviction, or $10,000 and 10 years for explicit synthetic media portraying an individual under 18 years of age.",1,orrick.com/ai,2026-02-21T23:15:59.730066
124,TMP-MT-PRIVACYINCOMMU,,27,,2025-10-01,Privacy in Communications Law,AI Intimate Images,,Expands offenses of violating privacy in communications to include possessing and Existing criminal penalties apply. threatening to disclose real or digitally fabricated sexual deepfakes with the purpose of obtaining money or other valuables.,1,orrick.com/ai,2026-02-21T23:16:02.062253
126,TMP-MT-RIGHTTOCOMPUTE,,27,,2025-04-16,Right to Compute Act,AI in Critical,"When critical infrastructure facilities are controlled in whole or in part by a critical AI N/A Infrastructure system, the deployer must develop a reasonable risk management policy that considers guidance and standards in the NIST AI Risk Management Framework, the ISO/IEC 4200 AI standard, or another nationally or internationally recognized risk management framework for AI systems.",,1,orrick.com/ai,2026-02-21T23:16:04.052811
127,US-MT-SB452,SB 452,27,1,,SB 452,,,,2,(IAPP tracker PDF),2026-02-21T23:16:05.313779
129,TMP-NE-OFNEBRASKACSAM,,28,,2026-07-01,Amendment of Nebraska CSAM Laws,AI CSAM Amendment,,"Expands the definition of CSAM to include a computer generated image that is obscene Existing criminal and civil penalties Laws and depicts a child, a person that would appear to a reasonable person to be a child, or a apply. person depicted with physical features of a child.",1,orrick.com/ai,2026-02-21T23:16:07.776876
130,US-NE-LB642,LB 642,28,1,,"LB 642 (Active Bill - A,D)",,,,2,(IAPP tracker PDF),2026-02-21T23:16:08.821417
131,TMP-NV-AIFORSCHOOLCOU,,29,,2025-07-01,AI for School Counseling,AI in Education,"Prohibits public schools from using AI to perform the functions and duties of a school N/A counselor, school psychologist or school social worker.; Requires the Department of Education to develop a policy for the use of AI by a school counselor, school psychologist, school social worker or other educational personnel while providing therapy, counseling or other mental or behavioral health services to pupils.",,1,orrick.com/ai,2026-02-21T23:16:10.267127
114,TMP-MN-MEDIAPROHIBITI,,24,,2025-07-01,Prohibiting Social Media Manipulation Act,AI in Social,Imposes obligations on certain social media companies to provide transparency Not specified. Online Platforms Manipulation Act regarding the company’s algorithmic ranking system through a public and conspicuous post on its website (including how the company’s assessments of the quality of content and users’ expressed preference regarding content are weighted in relation to other signals in the system).,,1,orrick.com/ai,2026-02-21T23:15:51.515336
118,TMP-MS-AIPOLITICALDEE,,25,,2024-07-01,AI Political Deepfake Law,AI in Political,,"Prohibits any person within 90 days of an election from disseminating a digitization (i.e., Imprisonment, injunctive relief and Advertising an image or audio altered in a realistic manner constituting a deepfake) that the person fines up to $10,000. knows or should have known is disseminated (i) without the consent of the depicted individual and (ii) with the intent to injure a candidate, influence the results of an election or deter any person from voting (unless an appropriate disclaimer is provided).",1,orrick.com/ai,2026-02-21T23:15:55.772515
145,TMP-NJ-CRIMINALPENALT,,31,,2025-04-02,Establishes criminal penalties for production or dissemination of deepfakes.,AI Deepfakes Establishes,"Makes it unlawful to create, use or disclose a work of deceptive audio or visual media for; Chargeable with a crime of up to production or dissemination of the purpose of attempting or furthering the commission of any crime or offense, or with the the third degree. “deepfakes.” knowledge that the work is to be used by another for such purpose.; Makes it unlawful for a person to knowingly or recklessly disclose such a work created in violation. violation of the law.","Up to $30,000 criminal fine per; Establishes a civil cause of action for the victim to recover actual damages or not less than $1,000 for each ""knowing or reckless"" violation.",1,orrick.com/ai,2026-02-21T23:16:37.635075
147,TMP-NJ-RULESPERTAININ,,31,,2025-12-15,Rules Pertaining to Disparate Impact Discrimination (N.J.A.C. 13:16),AI in Employment,"Rules (i) clarify the application of existing antidiscrimination laws in several contexts, Impact Discrimination (N.J.A.C. including for any software, system, process (including AI) that aims to automate, aid, or","Existing enforcement 13:16) replace human decision-making relevant to employment (""Automated Employment mechanisms. Decision Tools""), and (ii) provide examples of how the use of automated employment decision tools may have a disparate impact on applicants and employees.",1,orrick.com/ai,2026-02-21T23:16:39.838383
143,TMP-NH-NEWHAMPSHIREAI,,30,,2024-03-27,New Hampshire AI Political Advertising Law,AI in Political,,,,orrick.com/ai,2026-02-21T23:16:35.529477
148,TMP-NM-NEWMEXICOCAMPA,,32,,2024-05-15,New Mexico Campaign Reporting Act Amendment,AI in Political,"Requires any person creating, producing, or purchasing a political advertisement; Up to $1,000 per violation not to Advertising Act Amendment 26 et seq. containing AI-generated deepfakes to provide a clear and conspicuous disclaimer that the exceed a total of $20,000. media has been manipulated or generated by artificial intelligence.","Misdemeanor for first conviction.; Fourth Degree Felony for second conviction. Last updated January 13, 2026 Page 24 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:16:40.917363
149,US-NM-HB401,HB 401,32,1,,HB 401,,,,2,(IAPP tracker PDF),2026-02-21T23:16:41.969027
150,TMP-NY-AIARTIFICIALIN,,33,,2025-11-05,Artificial Intelligence Companion Models,User-Facing,"Prohibits any operator from providing an AI companion unless that AI companion Up to $15,000 per day in violation. Models Business Law Article contains a protocol to take reasonable efforts for detecting and addressing suicidal 47 ideation or self-harm expressed by a user to the AI companion, including a notification to the user that refers them to crisis service providers.; Operators must clearly and conspicuously display a notification at the beginning of any AI companion interaction, which need not exceed once per day and at least every three hours for continuing interactions, which states verbally or in writing that the user is not communicating with a human.",,1,orrick.com/ai,2026-02-21T23:16:43.297479
151,TMP-NY-AMENDMENTTOTHE,,33,,2023-11-28,Amendment to the New York Statute Prohibiting Unlawful Dissemination or Publication of Intimate Images,AI Intimate Images,,Expands the definition of unlawful dissemination or publication of an intimate image to Existing penalties apply. Statute Prohibiting Unlawful include “deep fake” images created by digitization. Dissemination or Publication of Intimate Images,1,orrick.com/ai,2026-02-21T23:16:44.313487
152,TMP-NY-ARTIFICIALINTE,,33,,2024-04-20,Artificial Intelligence Deceptive Practices Act,AI in Political,Requires any person that distributes or publishes any political communication that was Injunctive relief. Advertising Practices Act 106 produced by or includes materially deceptive media (including AI deepfakes) and has actual knowledge that it is materially deceptive to provide proper disclosure.,,1,orrick.com/ai,2026-02-21T23:16:45.615809
155,TMP-NY-INTELLIGENCEDE,,33,,2024-04-20,Artificial Intelligence Deceptive Practices Act,AI Likeness Artificial,"Extends New York’s Right of Privacy protecting an individual’s picture, likeness, or voice Varies based on violation. Practices Act 50 et seq. to also cover AI generated uses of the individual’s picture, likeness or voice.",,1,orrick.com/ai,2026-02-21T23:16:48.66288
158,TMP-NY-PERFORMERDISCL,,33,,2026-06-09,Synthetic Performer Disclosures,AI Transparency Synthetic,"Requires any person who for any commercial purpose produces or creates an $1,000 for a first violation and advertisement respecting any property or service in which they deal to conspicuously $5,000 for any subsequent disclose when a ""synthetic performer"" is used in an advertisement. violation.","Defines ""synthetic performer"" to mean ""a digitally created asset created, reproduced, or modified by computer, using generative artificial intelligence or a software algorithm, that is intended to create the impression that the asset is engaging in an audiovisual and/or visual performance of a human performer who is not recognizable as any identifiable natural person.""",1,orrick.com/ai,2026-02-21T23:16:51.727483
140,TMP-NH-AIRESPONSIVEGE,,30,,2026-01-01,Responsive Generative Communication Law,User-Facing,"Prohibits an owner or operator of a computer online service, Internet service, or bulletin An owner or operator of such Communication Law Chapter 270:1 board service, including a provider of an AI chat program, whose sole purpose is to provide service shall be liable to a child, or responsive open-ended generative communication through the use of AI to knowingly the parent or next friend of the direct a communication to a child that has the intent to facilitate, encourage, offer, solicit, child, for damages proximately or recommend that the child imminently engage in sexually explicit conduct (or the visual caused by a violation of the law, depiction of such conduct), the illegal use of drugs / alcohol, acts of self-harm or suicide, but in no instance liable for an or any crime of violence against another person. amount less than liquidated damages in the amount of $1,000 per violation. The AG's Office may also bring an action for violations. Last updated January 13, 2026 Page 23 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:16:32.413861
162,TMP-NY-UNKNOWN,,33,1,,Untitled Law,,,,2,(IAPP tracker PDF),2026-02-21T23:16:55.735794
163,TMP-NY-YORKSTATEFASHI,,33,,2025-06-19,New York State Fashion Workers Act,AI Likeness New,"Requires model management companies and those who receive modeling services to Up to $3,000 for the first violation; Act obtain clear written consent, separately from any representation agreement, for the up to $5,000 for subsequent creation or use of a model's digital replica, detailing the scope, purpose, rate of pay, and violations. duration of such use.",,1,orrick.com/ai,2026-02-21T23:16:56.972222
168,TMP-NC-NORTHCAROLINAI,,34,,2024-12-01,North Carolina Intimate Images Laws,AI Intimate Images,"Extends prohibitions on the distribution of intimate images to include distribution of AI generated intimate images. Last updated January 13, 2026 Page 28 of 39 For more, visit www.orrick.com/ai","Makes it unlawful to intentionally threaten to disclose a sexual private image (including Various criminal charges. Laws an AI generated image), or to decline to delete, remove, or retract a previously disclosed sexual private image, of an individual in order to compel or attempt to compel the person to act in order to obtain something of value or additional private images (i.e., sexual extortion).",1,orrick.com/ai,2026-02-21T23:17:03.523621
169,TMP-NC-OFNORTHCAROLIN,,34,,2024-12-01,Amendment of North Carolina CSAM Laws,AI CSAM Amendment,,"Expands the scope of existing child pornography statutes to include digital or computer- Existing criminal penalties apply. CSAM Laws generated visual depictions or representations created, adapted, or modified by technological means, such as algorithms or artificial intelligence.",1,orrick.com/ai,2026-02-21T23:17:04.660612
170,TMP-ND-AIPOLITICALADV,,35,,2025-08-01,AI Political Advertising Disclaimer Law,AI in Political,"Requires the following disclaimer: ""THIS CONTENT GENERATED BY ARTIFICIAL N/A Advertising Law Chapter 16.1-10 INTELLIGENCE"" when taking any action for a political purpose, including communication and political advertising in support of or opposition to a candidate, political committee, or a political party, or for the purpose of promoting passage or defeat of initiated or referred measures or petitions containing images, graphics, videos, audio, text, or other digital content created in whole or in part with the use of AI to visually or audibly impersonate a human.",,1,orrick.com/ai,2026-02-21T23:17:05.991822
171,TMP-ND-ANACTRELATINGT,,35,,2025-08-01,An Act Relating to Sexually Expressive Images,AI Intimate Images,"Amends North Dakota's non-consensual ""sexually expressive images"" law to include; Victims may also sue for damages up to $10,000 per defendant, plus attorney’s fees, profits, and injunctive relief.","Class A or B misdemeanor Expressive Images 27.1-01 ""real, altered, or computer-generated photographs or visual representations,"" as well as to punishable by up to 1 year in jail add a private right of action. and/or $3,000.",1,orrick.com/ai,2026-02-21T23:17:07.054018
173,TMP-ND-DAKOTAHARASSME,,35,,2025-08-01,North Dakota Harassment Law,AI Robots North,"""Robot"" means an artificial object or system that senses, processes, and acts using technology, including the associated elements, communication links, and artificial intelligence (includes remotely piloted aircraft).","Makes it a crime to use a ""robot"" to engage in offensive conduct with no legitimate Misdemeanor. Code Section 12.1-17- purpose. 07",1,orrick.com/ai,2026-02-21T23:17:09.204724
174,TMP-ND-DAKOTASTALKING,,35,,2025-08-01,North Dakota Stalking Law,AI Robots North,"""Robot"" means an artificial object or system that senses, processes, and acts using technology, including the associated elements, communication links, and artificial intelligence (includes remotely piloted aircraft).","Extends traditional stalking crimes to similar activity carried out by a ""robot"" (e.g., Misdemeanor or felony. Code Section 12.1-17- unauthorized tracking of a person's movements / location or other course of conduct that 07.1 frightens, intimidates, or harasses a person and serves no legitimate purpose).",1,orrick.com/ai,2026-02-21T23:17:10.211953
176,TMP-OK-AMENDMENTOFOKL,,36,,2025-11-01,Amendment to Oklahoma CSAM Laws,AI Intimate Images,,"Extends prohibitions on the nonconsensual dissemination of private sexual images to Misdemeanor charge and up to Governing Distribution of Intimate include artificially generated sexual depictions of another person disseminated without the $1,000 fine. Images depicted person's consent and with the intent (or reckless disregard) to harass, annoy, threaten, alarm, or cause physical, emotional, reputational, or economic harm to the depicted person.",1,orrick.com/ai,2026-02-21T23:17:12.272255
177,TMP-OK-TOOKLAHOMACSAM,,36,,2024-11-01,Amendment to Oklahoma CSAM Laws,AI CSAM Amendment,,"Extends the CSAM statute to encompass any depiction of a child that has been adapted, Existing criminal penalties apply. Laws altered or modified so that the child depicted appears to be engaged in any act of sexually explicit conduct; or any visual depiction that appears to be a child, regardless of whether the image is a depiction of an actual child, a computer-generated image, or an image altered to appear to be a child, engaged in any act of sexually explicit conduct, and such visual depiction is obscene.",1,orrick.com/ai,2026-02-21T23:17:13.224416
178,US-OK-HB1916,HB 1916,36,1,,"HB 1916 (Active Bill - A,D)",,,,2,(IAPP tracker PDF),2026-02-21T23:17:14.289061
164,US-NY-AB6540-SB,AB 6540/SB,33,1,,AB 6540/SB,,,,2,(IAPP tracker PDF),2026-02-21T23:16:58.046158
165,US-NY-AB6578-SB,AB 6578/SB,33,1,,AB 6578/SB,,,,2,(IAPP tracker PDF),2026-02-21T23:16:59.324237
166,US-NY-AB8884-SB,AB 8884/SB,33,1,,AB 8884/SB,,,,2,(IAPP tracker PDF),2026-02-21T23:17:00.931022
167,US-NY-HB60,HB 60,33,1,,HB 60,,,,2,(IAPP tracker PDF),2026-02-21T23:17:02.239671
183,TMP-RI-DECEPTIVEANDFR,,39,,2025-07-02,Deceptive and Fraudulent Synthetic Media in Election Communications,AI in Political,Prohibits certain persons from distributing synthetic media that the person knows or Provides possible injunctive or Advertising Synthetic Media in Election 820 should know is deceptive and fraudulent deepfake of a candidate for elected office within other equitable relief from injuries. Communications 90 days of an election unless the synthetic media message includes a clear and conspicuous disclosure stating that the media has been manipulated or generated by AI.,,1,orrick.com/ai,2026-02-21T23:17:19.682076
185,US-RI-HB1709,HB 1709,39,1,,HB 1709,,,,2,(IAPP tracker PDF),2026-02-21T23:17:21.844463
186,US-RI-HB5496,HB 5496,39,1,,HB 5496,,,,2,(IAPP tracker PDF),2026-02-21T23:17:23.069768
187,US-RI-SB627,SB 627,39,1,,SB 627,,,,2,(IAPP tracker PDF),2026-02-21T23:17:24.313089
188,TMP-SC-ESTATEREALESTA,,40,,2024-05-21,Real Estate AI Responsibility Law,AI in Real,,"Makes licensed real estate professionals responsible for any and all work product Various disciplinary actions and Government Code, produced with the assistance of artificial intelligence, machine learning, or similar penalties. Subchapter S programs.",1,orrick.com/ai,2026-02-21T23:17:25.469977
189,TMP-SD-ANACTTOPROHIBI,,41,,2025-07-01,An Act to Prohibit the Use of a Deepfake to Influence an Election,AI in Political,"Prohibits the distribution of AI-generated deepfakes with the intent to injure a candidate; Injunctive or other equitable; Provides a safe harbor from liability where the deepfake includes a disclosure stating relief. ""This (image/video/audio) has been manipulated or generated by artificial intelligence."" The; Damages, reasonable costs and disclosure must also meet certain formatting / delivery requirements. attorney fees, and any other relief the court deems proper in a suit by the candidate or other individual depicted.",Class 1 Misdemeanor. Advertising Deepfake to Influence an Election within 90 days of an election.,1,orrick.com/ai,2026-02-21T23:17:26.535194
190,TMP-SD-OFSOUTHDAKOTAS,,41,,2024-02-12,Amendment of South Dakota CSAM Laws,AI CSAM Amendment,,Expands the scope of existing child pornography statutes to include matter that is Existing criminal penalties apply. CSAM Laws digitally altered or generated by the use of AI.,1,orrick.com/ai,2026-02-21T23:17:27.621535
192,TMP-TN-LIKENESSVOICEA,,42,,2024-07-01,"Ensuring Likeness, Voice, and Image Security (ELVIS) Act of 2024",AI Likeness Ensuring,"Provides that every individual has a property right in the use of their name, photograph, Private right of action. Image Security (ELVIS) Act of 2024 voice, or likeness in any medium and in any manner.","Establishes a civil cause of action if a person knowingly uses or infringes upon the use of an individual's name, photograph, voice, or likeness in any medium, in any manner, for purposes of advertising, fundraising, or merchandising without consent.; Establishes a civil cause of action if a person publishes, performs, distributes, transmits, or otherwise makes available to the public an individual's voice or likeness with knowledge that the individual has not provided authorization for such use.; Establishes a civil cause of action if a person distributes, transmits, or otherwise makes available an algorithm, software, tool, or other technology, service, or device, the primary purpose or function of which is the production of an individual's photograph, voice, or likeness without authorization.",1,orrick.com/ai,2026-02-21T23:17:29.643226
193,TMP-TN-OFTENNESSEECSA,,42,,2024-07-01,Amendment of Tennessee CSAM Laws,AI CSAM Amendment,,"Expands the scope of existing child pornography statutes to include matter that is Existing criminal penalties apply. Laws digitally altered or generated by the use of AI. Last updated January 13, 2026 Page 31 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:17:30.63665
196,TMP-TX-AISEXUALMATERI,,43,,2025-09-01,AI Sexual Material Harmful to Minors,AI Intimate Images,"Commercial entities providing such a tool or application must also ensure that an and up to $250,000 if a minor individual used as a source for the material is 18 years of age or older and has consented to accesses sexual material because the use of the individual's face and body as a source for the material. of a violation.","Commercial entities that operate a website with a publicly accessible tool for creating Civil penalty of up to $10,000 per Minors artificial sexual material harmful to minors, or otherwise makes publicly available an day it operates in violation of the application for creating such material, must use reasonable age verification methods to age verification requirements or per verify an individual is 18 years of age or older. instance of certain other violations,",1,orrick.com/ai,2026-02-21T23:17:33.752538
198,TMP-TX-DECISIONTEXASD,,43,,2024-07-01,Texas Data Privacy and Security Act,Automated,Requires a data protection assessment of each processing activity involving such automated processing of personal data. Other obligations and restrictions may apply depending on the type of data processed.,"Provides consumers the right to opt-out of any form of solely automated processing Up to $7,500 per violation. Making Act performed on personal data to evaluate, analyze, or predict personal aspects related to an identified or identifiable natural person’s economic situation, health, personal preferences, interests, reliability, behavior, location, or movements in furtherance of decisions that produce legal or similarly significant effects concerning the consumer (i.e., the provision or denial of financial and lending services, housing, insurance or health care services, education enrollment, employment opportunities, criminal justice, or access to basic necessities like food and water).",1,orrick.com/ai,2026-02-21T23:17:35.893605
181,TMP-PA-AMENDMENTOFPEN,,38,,2024-12-28,Amendment of Pennsylvania CSAM Laws,AI Intimate Images,,"Extends prohibition on the distribution of intimate images to include distribution of AI Existing criminal penalties apply. Intimate Images Laws generated intimate images. Last updated January 13, 2026 Page 30 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:17:17.660353
182,TMP-PA-OFPENNSYLVANIA,,38,,2024-12-28,Amendment of Pennsylvania CSAM Laws,AI CSAM Amendment,Updates the term “child pornography” to “child sexual abuse material.”,Expands the scope of existing child pornography statutes to include artificially generated Existing criminal penalties apply. CSAM Laws child sexual abuse material.,1,orrick.com/ai,2026-02-21T23:17:18.686917
200,TMP-TX-MATERIALAPPEAR,,43,,2025-09-01,Visual Material Appearing to Depict a Child,AI CSAM Visual,,"Creates a felony offense of possessing, accessing, or promoting obscene visual material Felony offense. a Child of a child, regardless of whether the image is an actual child or created using artificial intelligence, or uses an image of a child with intent to train artificial intelligence to produce material constituting child pornography.",1,orrick.com/ai,2026-02-21T23:17:37.922581
202,TMP-TX-OFAUTOMATEDDEC,,43,,2025-09-01,Use of Automated Decision System for Adverse Determinations,AI Healthcare Use,,"Amends the Insurance Code to prohibit a utilization review agent from using an Sanctions, cease and desist System for Adverse automated decision system, including certain AI systems, to make, wholly or partly, an orders, and administrative Determinations adverse determination (i.e., a determination by a utilization review agent that health care penalties under the Insurance services provided or proposed to be provided to a patient are not medically necessary or Code. appropriate or are experimental or investigational).",1,orrick.com/ai,2026-02-21T23:17:40.026706
203,TMP-TX-OFTEXASCSAMLAW,,43,,2023-09-01,Amendment of Texas CSAM Laws,AI CSAM Amendment,,Expands the scope of existing child pornography statutes to include matter that is Existing criminal penalties apply. digitally altered or generated by the use of AI.,1,orrick.com/ai,2026-02-21T23:17:41.061583
205,TMP-TX-UNLAWFULDISTRI,,43,,2023-09-01,Unlawful Distribution of Sexually Explicit Videos,AI Intimate Images,,Makes it a criminal offense to distribute deepfakes depicting a person with intimate parts Class A misdemeanor. Explicit Videos exposed or engaged in sexual conduct without that person’s consent.,1,orrick.com/ai,2026-02-21T23:17:43.041272
207,US-TX-HB149,HB 149,43,4,,HB 149 (Enacted - All AI Systems),,,,2,(IAPP tracker PDF),2026-02-21T23:17:45.142676
208,US-TX-HB340,HB 340,43,1,,HB 340,,,,2,(IAPP tracker PDF),2026-02-21T23:17:46.443373
209,US-TX-SB2966,SB 2966,43,1,,SB 2966,,,,2,(IAPP tracker PDF),2026-02-21T23:17:47.615223
212,TMP-UT-APPLICATIONSRE,,4,,2025-05-07,AI Applications Related to Mental Health,AI Healthcare AI,,"Prohibits the supplier of a mental health chatbot from: Fines of up to $2,500 per violation Health 101 - Selling or sharing with any third party any individually identifiable health information of a of the law, or $5,000 per violation",1,orrick.com/ai,2026-02-21T23:17:51.162198
213,TMP-UT-ARTIFICIALINTE,,4,,2025-05-07,Utah Artificial Intelligence Policy Act,AI Likeness Unauthorized,"Expands existing ""personal identity"" protections against abuse to include any simulation, Private right of action for injunctive Impersonation Amendments seq. reproduction, or artificial recreation of a person's identity (with some exception). relief, actual damages, exemplary; Makes it unlawful to distribute, sell, or license any technology whose intended primary damages, and reasonable purpose is the unauthorized creation or modification of content that includes an attorney's fees and costs. individual's personal identity for commercial purposes.",,1,orrick.com/ai,2026-02-21T23:17:52.198505
214,TMP-UT-ARTIFICIALPORN,,4,,2024-05-01,Artificial Pornographic Images Amendments,AI Intimate Images,,Amends the definitions of intimate image and counterfeit intimate images to include Existing penalties apply. Amendments “computer generated” content.,1,orrick.com/ai,2026-02-21T23:17:53.19262
215,TMP-UT-EXPLICITMINORH,,4,,2024-05-01,Sexually Explicit Minor Amendments,AI CSAM Sexually,,Updates the definition of child sexual abuse material to include “artificially generated and Existing penalties apply. Amendments depicts an individual with substantial characteristics of a minor engaging in sexually explicit conduct.”,1,orrick.com/ai,2026-02-21T23:17:54.218806
216,TMP-UT-INTELLIGENCECO,,4,,2025-05-07,Artificial Intelligence Consumer Protection Amendments,AI Liability Artificial,,"Clarifies that it is not a defense to a violation of Utah's consumer protection law that Existing penalties apply. Protection Amendments 102 generative AI made the violative statement, undertook the violative act, or was used in furtherance of the violation. Last updated January 13, 2026 Page 35 of 39 For more, visit www.orrick.com/ai",1,orrick.com/ai,2026-02-21T23:17:55.2352
133,TMP-NV-FORMENTALANDBE,,29,,2025-07-01,AI for Mental and Behavioral Health Care,AI Healthcare AI,"Prohibits a provider of mental and behavioral health care from using an AI system in A violation makes such a provider Care Chapter 629 connection with providing professional mental and behavioral health care directly to a guilty of unprofessional conduct patient. and subject to disciplinary action; Expressly permits such a provider to use an AI system to assist the provider with by the proper authorities. performing tasks for administrative support. Last updated January 13, 2026 Page 21 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:16:19.669292
204,TMP-TX-TOTHECSAMSTATU,,43,,2025-09-01,Amendment to the CSAM Statutes,AI CSAM Amendment,,"Expands the offenses of possession of child pornography, electronic transmission of Felony offense. certain visual material depicting a minor, and possession or promotion of lewd visual material depicting a child to include AI-generated images.",1,orrick.com/ai,2026-02-21T23:17:42.062827
210,US-TX-SB668,SB 668,43,1,,SB 668,,,,2,(IAPP tracker PDF),2026-02-21T23:17:48.744184
211,TMP-UT-AIARTIFICIALIN,,4,,2025-05-07,Utah Artificial Intelligence Policy Act,User-Facing,"Requires any person providing services in a regulated occupation to prominently disclose the law. when an individual is interacting with generative AI in the provision of regulated services if the use constitutes a high-risk artificial intelligence interaction.; Provides a safe harbor from liability where providing an appropriate disclosure about the use of generative AI proactively.; Makes users of generative AI generally responsible for the impact of the use of the technology by clarifying it is not a defense to the violation of certain laws that generative AI made the violative statement, undertook the violative act, or was used in furtherance of the violation.","Requires any supplier that uses generative AI to interact with individuals in connection Fines of up to $2,500 per violation Protection Amendments 101 to 106 with a consumer transaction to disclose if asked that they are interacting with generative AI of the law, or $5,000 per violation and not a human being. of an order issued for a violation of",1,orrick.com/ai,2026-02-21T23:17:50.066111
220,TMP-UT-UTAHINFORMATIO,,4,,2024-05-01,Utah Information Technology Act,AI in Political,"Requires any person who uses generative AI to create audio or visual content intended to $1,000 per violation recoverable by Advertising influence an election or ballot proposition to make clear disclosures including a disclaimer any person bringing a claim against indicating the content is generated by AI. the relevant creator or sponsor of the political content.",,1,orrick.com/ai,2026-02-21T23:17:59.183848
221,US-UT-SB226,SB 226,4,4,,SB 226 (Enacted - Generative AI/Synthetic Content),,,,2,(IAPP tracker PDF),2026-02-21T23:18:00.2636
223,TMP-VT-ANACTRELATINGT,,44,,2022-07-01,An Act Relating to the Use and Oversight of AI in State Government,AI in Government,"Requires the Agency of Digital Services to conduct an inventory of all the automated None specified. Oversight of AI in State decision systems developed, employed, or procured by the Vermont State government. Government; The act also creates various AI governance functions within the Vermont State government.",,1,orrick.com/ai,2026-02-21T23:18:03.541296
224,US-VT-HB2121,HB 2121,44,1,,HB 2121,,,,2,(IAPP tracker PDF),2026-02-21T23:18:04.933177
225,US-VT-HB2250,HB 2250,44,1,,HB 2250,,,,2,(IAPP tracker PDF),2026-02-21T23:18:06.201816
226,US-VT-HB341,HB 341,44,1,,"HB 341 (Active Bill - F,D,G)",,,,2,(IAPP tracker PDF),2026-02-21T23:18:07.469961
228,TMP-VA-ARTIFICIALINTE,,45,,2025-06-06,Artificial Intelligence-Based Tools,AI in Government,Permits the use of any recommendation or prediction from an AI-based tool to be subject to any challenge or objection permitted by law.,"Requires that all decisions related to the pre-trial detention or release, prosecution, N/A Section 19.2-11.14 adjudication, sentencing, probation, parole, correctional supervision, or rehabilitation of criminal offenders in Virginia must be made by a human decision-maker, even if artificial intelligence-based tools are used to generate recommendations or predictions.",1,orrick.com/ai,2026-02-21T23:18:09.960226
230,TMP-VA-NURSINGHOMEVIR,,45,,2021-07-01,Hospital / Nursing Home Virtual Assistant Law,AI Healthcare Hospital,"Mandates regulations to be adopted that require each hospital, nursing home, and None specified. Assistant Law 127 certified nursing facility to establish and implement policies to ensure the permissible access to and use of an intelligent personal assistant provided by a patient while receiving inpatient services. Last updated January 13, 2026 Page 37 of 39 For more, visit www.orrick.com/ai",,1,orrick.com/ai,2026-02-21T23:18:12.0149
231,TMP-VA-TOCSAMSTATUTES,,45,,2024-07-01,Amendment to CSAM statute,AI CSAM Amendment,Clarifies that the definition of CSAM includes computer generated images of minors that None specified. do not “actually exist.”,,1,orrick.com/ai,2026-02-21T23:18:13.091183
